PC1,Price
-2.2724751706081436,-0.3440739332524207
-0.07303680677090621,-1.0102100667093172
0.8418336156423811,-1.1736012503145632
-0.5489652865913656,-1.038342099667405
-0.29892859640029074,-1.2926935339587666
2.850910157936187,-0.5481291755601924
0.47794006080199725,-0.9177408408207134
-0.9028808415300915,-0.27825870622401916
-0.9463487382968653,
-1.1936472521021,-1.0598888390795833
-1.880663303526749,-1.3638744114896753
-0.2462271738542213,-0.27856234286691567
-1.3599955610028909,-0.9358552379887355
-0.22566312796776866,-1.3632552171347612
-0.3772445396426537,
-0.599738014125973,
-0.5442581103880287,-0.5445581337645526
0.906031955472377,
-0.9948891740707159,-0.9930827721565002
-1.0572093022868692,
-1.868031454743384,-1.1300794760656907
-0.49728341064158366,-0.9232671277462696
0.24078180133099128,-0.9365466912971161
0.4196903426876512,
0.017180306576385578,-1.4140440480156524
1.0790301333205154,-0.52885925846058
-1.1784981544685666,-0.677393845801686
0.5464607775749659,-1.0860168751225407
1.525546622444932,-0.2327967964557143
1.1812474055520201,-0.7005576298592271
1.4270116676999023,-0.7359761084845587
3.3810069541015038,
-0.5904371651720111,-0.6137425961563174
-0.8534525986079916,-0.9806891649350465
0.1999310793701747,-1.3441230133231068
-1.7589465753724836,-0.9825590180237289
-0.09853098517248185,-0.27330040253582033
-1.3193517838298239,
2.308508099113469,-0.7522684047667008
-0.9576936872564317,-1.1843524896922637
0.8116862671225309,-0.20660381685755266
0.43980589002530507,
2.0997391111745363,-0.816452359249524
1.224494415611267,-0.8475253041767978
-0.5527038097002177,-1.031583703220934
-0.2098257485355772,
-0.3151022521512329,-1.3409436539996795
0.003928397184041666,-0.6907023772641397
1.1085811814729083,-0.5741594656289923
-0.22643862935896536,-0.9337966609437763
-0.9046574363346187,
-0.8409270590583976,
0.257641138870049,-0.275470481300636
1.4442621394870097,-0.6850395950627713
-1.5428016062117538,-1.3745956021281511
-2.246694755393464,-1.1561155398716718
-0.5834425267418133,-1.0279245716436543
0.5127028135024216,-0.7449615279279795
-1.4334506251320744,-1.2835423842842577
-1.701190901440564,
0.5917043908632091,-0.39352213638965106
-0.7811767040226072,
2.799518779236725,-1.1205665674606633
0.6202469378878601,-0.9305586512388885
-1.7528137220042044,-0.3108106129096048
2.0124336744385185,
0.28004013542601214,-0.8646497717960123
0.994058501262687,-0.6215767230826373
-0.30836067510896115,-1.339068836296155
-1.1584387388077824,-0.27266488921555254
0.6155760400278637,-0.37404486221192546
-1.2365655057242397,-0.6546684875135278
2.5915383942281083,-0.7636281201256215
0.33735394548602915,
2.7735441539684818,-0.6449843126823503
-0.19106622877633073,-0.9776529103847237
0.056920748100481595,-1.1245234693773998
-0.5265634936947637,-0.7254810145971226
-1.73255355441208,-1.2743848109109195
-1.717006090740784,
-0.14926190866424893,
0.1736304333345752,-1.1357510513957487
-1.2698375935688073,-0.7712610532884314
2.039561191133883,-1.3045458123639315
2.9493270567047287,
-0.25975292977324893,-1.1461617321800885
0.8331374027618949,-0.7483013332143832
-0.08490564696408431,
-0.5744411975551872,
3.2955708871160168,-0.33796727319559094
1.9704127599193593,-0.9173088274291064
-1.191154223546031,
-0.9952946948462729,-0.7462126594822089
-1.0721594362835531,
0.26500732025962903,-0.6654102738117263
0.36914284856250207,
-0.8702437178865768,
-1.0110240664636039,-1.0091936312450223
-1.3497654314962577,-0.1897114321627939
-1.1559432679910036,-0.3562047095686665
-1.421549755235957,
0.7523954296490768,
0.34040330736370655,-0.9457438710424381
0.6264361927895122,-0.43157946596551283
1.8796588783127601,-0.24708780621607376
-0.8775430568203708,-0.7694865800737677
-0.18894961527901077,-0.33302576329104056
-0.0020099990152486445,-1.0964295584014254
-0.4387789393108319,-0.7719029290406518
0.7271789799648379,-0.8349086449016969
0.18008700310278633,-0.48512839567838445
-2.1237132770445033,-0.590943947366954
